ticker,sector,market_cap,bucket,effective_bucket,distress_type,verdict,status,api_distress,api_fraud,api_high_short,api_recent_raise,short_dtc,effective_reason,note,logic_version,last_processed_utc
CC,Materials,3082743040.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,2.48,,,v1-2026-06-09,2026-06-09T16:04:40Z
LXP,Financials,3077910528.0,CLEAR,CLEAR,,AGREE,done,0,0,0,1,3.05,, | RAISE:LXP Industrial Trust Announces Pricing of Public Offering of $300 Million of Senior Notes,v1-2026-06-09,2026-06-09T16:04:40Z
VAC,Real Estate,3073360640.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,4.75,,,v1-2026-06-09,2026-06-09T16:04:40Z
AWR,Utilities,3071528192.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.24,,,v1-2026-06-09,2026-06-09T16:04:40Z
TENB,Information Technology,3071074560.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.98,,,v1-2026-06-09,2026-06-09T16:04:40Z
CLMT,Energy,3064964864.0,AVOID,AVOID,insolvency,AVOID_unconfirmed,done,0,1,0,0,4.45,,no API distress/short signal (coverage may be thin) | FR:Why Calumet Stock Is Up and Down Today,v1-2026-06-09,2026-06-09T16:04:40Z
BOH,Financials,3053195520.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,7.34,,,v1-2026-06-09,2026-06-09T16:04:40Z
HAYW,Industrials,3052669184.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.17,,,v1-2026-06-09,2026-06-09T16:04:40Z
SBLK,Unknown,3047024896.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.41,,,v1-2026-06-09,2026-06-09T16:04:40Z
ZIM,Unknown,3041912064.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.63,,,v1-2026-06-09,2026-06-09T16:04:40Z
ETOR,Financials,3040320512.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
UE,Real Estate,3038836736.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.65,,,v1-2026-06-09,2026-06-09T16:04:40Z
ATRO,Industrials,3036395008.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.19,,,v1-2026-06-09,2026-06-09T16:04:40Z
CRVL,Financials,3034627840.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.98,,,v1-2026-06-09,2026-06-09T16:04:40Z
HG,Financials,3026315520.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.29,,,v1-2026-06-09,2026-06-09T16:04:40Z
BEAM,Health Care,3024648960.0,WATCH,WATCH,,AGREE,done,0,0,1,1,12.57,, | RAISE:Beam Therapeutics Announces Pricing of Underwritten Offering,v1-2026-06-09,2026-06-09T16:04:40Z
GPOR,Energy,3019977728.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.19,,,v1-2026-06-09,2026-06-09T16:04:40Z
CTRI,Utilities,3011890432.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.5,,,v1-2026-06-09,2026-06-09T16:04:40Z
BHE,Information Technology,3010800896.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.79,,,v1-2026-06-09,2026-06-09T16:04:40Z
GEF.B,Materials,3010119680.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,9.11,,,v1-2026-06-09,2026-06-09T16:04:40Z
NHC,Health Care,3001001728.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,6.89,,,v1-2026-06-09,2026-06-09T16:04:40Z
USLM,Materials,3000429824.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.65,,,v1-2026-06-09,2026-06-09T16:04:40Z
FSK,Unknown,2996710656.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.86,,,v1-2026-06-09,2026-06-09T16:04:40Z
MPT,Financials,2978537728.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,1,0,21.6,,,v1-2026-06-09,2026-06-09T16:04:40Z
BULL,Unknown,2978184448.0,SKIP_no_data,,,SKIP,skip,,,,,,,no cached fundamentals/context,v1-2026-06-09,2026-06-09T16:04:40Z
BANC,Financials,2971474688.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.88,,,v1-2026-06-09,2026-06-09T16:04:40Z
CPK,Utilities,2971309056.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.44,,,v1-2026-06-09,2026-06-09T16:04:40Z
GRBK,Industrials,2968776448.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,8.39,,,v1-2026-06-09,2026-06-09T16:04:40Z
DK,Energy,2958962432.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.22,,,v1-2026-06-09,2026-06-09T16:04:40Z
BELFA,Information Technology,2952176896.0,CLEAR,CLEAR,,NEWS_NOTE,done,1,0,0,1,1.62,single news mention (kept screen bucket; investigate),single news mention of distress/fraud (investigate; not a screen error) | BK:Bel Announces Expected Impairment Charge Related to Innolectric Investment,v1-2026-06-09,2026-06-09T16:04:40Z
BSM,Energy,2951615744.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,8.27,,,v1-2026-06-09,2026-06-09T16:04:40Z
EFXT,Industrials,2947916800.0,CLEAR,CLEAR,,AGREE,done,0,0,0,1,1.12,, | RAISE:Enerflex Ltd. Announces Pricing of $400 Million Senior Unsecured Notes Offering,v1-2026-06-09,2026-06-09T16:04:40Z
NN,Health Care,2947037952.0,WATCH,WATCH,,AGREE,done,0,0,0,0,8.94,,,v1-2026-06-09,2026-06-09T16:04:40Z
BKD,Health Care,2947023104.0,AVOID,AVOID,insolvency,AVOID_unconfirmed,done,0,0,0,0,9.55,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
RLAY,Health Care,2946553344.0,WATCH,WATCH,,AGREE,done,0,0,1,1,10.29,, | RAISE:Relay Therapeutics Announces Pricing of Public Offering of Common Stock,v1-2026-06-09,2026-06-09T16:04:40Z
ELF,Materials,2946467072.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.66,,,v1-2026-06-09,2026-06-09T16:04:40Z
MZTI,Consumer Staples,2944066816.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.44,,,v1-2026-06-09,2026-06-09T16:04:40Z
PHIN,Industrials,2942394112.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,7.81,,,v1-2026-06-09,2026-06-09T16:04:40Z
SBCF,Financials,2932962560.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,6.3,,,v1-2026-06-09,2026-06-09T16:04:40Z
PFS,Financials,2932057856.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.89,,,v1-2026-06-09,2026-06-09T16:04:40Z
TNGX,Health Care,2924782080.0,WATCH,WATCH,,AGREE,done,0,0,1,1,10.0,, | RAISE:Tango Therapeutics Announces $80 million Private Placement Financing,v1-2026-06-09,2026-06-09T16:04:40Z
IPAR,Materials,2922992896.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.51,,,v1-2026-06-09,2026-06-09T16:04:40Z
NIC,Financials,2917461248.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.24,,,v1-2026-06-09,2026-06-09T16:04:40Z
RCUS,Health Care,2916679680.0,WATCH,WATCH,,AGREE,done,0,0,1,0,11.22,,,v1-2026-06-09,2026-06-09T16:04:40Z
TRMD,Unknown,2911320832.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
HSAI,Unknown,2905559296.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.85,,,v1-2026-06-09,2026-06-09T16:04:40Z
NTCT,Information Technology,2901990912.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.85,,,v1-2026-06-09,2026-06-09T16:04:40Z
DBRG,Financials,2895229440.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.79,,,v1-2026-06-09,2026-06-09T16:04:40Z
EXPO,Industrials,2894203648.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.61,,,v1-2026-06-09,2026-06-09T16:04:40Z
KALU,Materials,2890653184.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.49,,,v1-2026-06-09,2026-06-09T16:04:40Z
TTAM,Unknown,2888959744.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
TR,Consumer Staples,2885821696.0,CLEAR,CLEAR,,AGREE,done,0,0,1,0,18.03,,,v1-2026-06-09,2026-06-09T16:04:40Z
PLMR,Financials,2875935232.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.2,,,v1-2026-06-09,2026-06-09T16:04:40Z
BGSI,Unknown,2869558016.0,SKIP_no_data,,,SKIP,skip,,,,,,,no cached fundamentals/context,v1-2026-06-09,2026-06-09T16:04:40Z
QTWO,Information Technology,2861465344.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.24,,,v1-2026-06-09,2026-06-09T16:04:40Z
HTGC,Unknown,2859172096.0,WATCH,WATCH,,AGREE,done,0,0,0,0,5.02,,,v1-2026-06-09,2026-06-09T16:04:40Z
TMC,Materials,2856563456.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
MGEE,Utilities,2855901952.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.48,,,v1-2026-06-09,2026-06-09T16:04:40Z
UPST,Financials,2846461952.0,WATCH,WATCH,,AGREE,done,0,0,0,0,5.01,,,v1-2026-06-09,2026-06-09T16:04:40Z
WOR,Materials,2839514880.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.23,,,v1-2026-06-09,2026-06-09T16:04:40Z
BKV,Energy,2838582528.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.3,,,v1-2026-06-09,2026-06-09T16:04:40Z
UNIT,Communication Services,2836086784.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
PPTA,Materials,2833390592.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
LFST,Health Care,2829393152.0,CLEAR,CLEAR,,AGREE,done,0,0,0,1,1.08,, | RAISE:LifeStance Health Group Announces Pricing of Secondary Public Offering,v1-2026-06-09,2026-06-09T16:04:40Z
PK,Consumer Discretionary,2829133824.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,1,7.91,, | RAISE:Park Hotels & Resorts Inc. Announces Upsizing and Pricing of Senior Notes Offering,v1-2026-06-09,2026-06-09T16:04:40Z
FSLY,Information Technology,2827954944.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,1.48,,,v1-2026-06-09,2026-06-09T16:04:40Z
DYN,Health Care,2816947200.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
DBD,Information Technology,2809747712.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,7.55,,,v1-2026-06-09,2026-06-09T16:04:40Z
PATK,Industrials,2799871232.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.02,,,v1-2026-06-09,2026-06-09T16:04:40Z
CECO,Industrials,2798813952.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.94,,,v1-2026-06-09,2026-06-09T16:04:40Z
OLN,Materials,2795051264.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,4.83,,,v1-2026-06-09,2026-06-09T16:04:40Z
IHS,Unknown,2794369536.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
PARR,Energy,2791030272.0,CLEAR,CLEAR,,AGREE,done,0,0,0,1,2.99,, | RAISE:Par Pacific Announces Pricing of Private Placement of $500 Million of 7.375% Senior Notes due 2034,v1-2026-06-09,2026-06-09T16:04:40Z
AMPX,Information Technology,2788638976.0,WATCH,WATCH,,AGREE,done,0,0,0,0,2.24,,,v1-2026-06-09,2026-06-09T16:04:40Z
WRBY,Health Care,2788090112.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.33,,,v1-2026-06-09,2026-06-09T16:04:40Z
AMBA,Information Technology,2786507008.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.49,,,v1-2026-06-09,2026-06-09T16:04:40Z
WT,Financials,2780472320.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.02,,,v1-2026-06-09,2026-06-09T16:04:40Z
NMIH,Financials,2776772352.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.85,,,v1-2026-06-09,2026-06-09T16:04:40Z
RH,Consumer Discretionary,2771419648.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,6.76,,,v1-2026-06-09,2026-06-09T16:04:40Z
DX,Financials,2768992256.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
DKL,Energy,2767405056.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,8.9,,,v1-2026-06-09,2026-06-09T16:04:40Z
WK,Information Technology,2757143040.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.59,,,v1-2026-06-09,2026-06-09T16:04:40Z
AEO,Consumer Discretionary,2754905600.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.91,,,v1-2026-06-09,2026-06-09T16:04:40Z
CWT,Utilities,2742476544.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.76,,,v1-2026-06-09,2026-06-09T16:04:40Z
DNN,Materials,2742201344.0,WATCH,WATCH,,AGREE,done,0,0,0,1,3.1,, | RAISE:Skyharbour Closes $5.25 Million Private Placement of Flow-Through Shares,v1-2026-06-09,2026-06-09T16:04:40Z
FBK,Financials,2740017920.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,6.71,,,v1-2026-06-09,2026-06-09T16:04:40Z
WDFC,Materials,2736694272.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.02,,,v1-2026-06-09,2026-06-09T16:04:40Z
CCC,Information Technology,2735142912.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.8,,,v1-2026-06-09,2026-06-09T16:04:40Z
PRVA,Health Care,2725647616.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.62,,,v1-2026-06-09,2026-06-09T16:04:40Z
FA,Information Technology,2724008192.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,8.92,,,v1-2026-06-09,2026-06-09T16:04:40Z
CHRN,Industrials,2723067136.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,1.01,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
ATKR,Information Technology,2721979136.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,1.84,,,v1-2026-06-09,2026-06-09T16:04:40Z
FCPT,Financials,2710805248.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,6.29,,,v1-2026-06-09,2026-06-09T16:04:40Z
ADPT,Health Care,2704750080.0,WATCH,WATCH,,AGREE,done,0,0,0,0,4.55,,,v1-2026-06-09,2026-06-09T16:04:40Z
ERO,Materials,2688286208.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.03,,,v1-2026-06-09,2026-06-09T16:04:40Z
HLIO,Materials,2685677312.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.67,,,v1-2026-06-09,2026-06-09T16:04:40Z
MGRC,Information Technology,2674285568.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.23,,,v1-2026-06-09,2026-06-09T16:04:40Z
GPCR,Health Care,2670980352.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
WOLF,Information Technology,2661549824.0,AVOID,AVOID,insolvency,CORROBORATED,done,1,0,0,0,2.19,API event/short-interest confirms the fundamentals AVOID,API distress/short-interest confirms | BK:Forget About Micron: The Hottest US Semiconductor Stock Is Already Up 100% This Month,v1-2026-06-09,2026-06-09T16:04:40Z
CALY,Consumer Discretionary,2660412160.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,1.67,,,v1-2026-06-09,2026-06-09T16:04:40Z
VVX,Industrials,2659512576.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
ARQT,Health Care,2655520000.0,WATCH,WATCH,,AGREE,done,0,0,0,0,7.3,,,v1-2026-06-09,2026-06-09T16:04:40Z
VISN,Information Technology,2650443264.0,AVOID,AVOID,insolvency,AVOID_unconfirmed,done,0,0,0,0,2.0,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
APAM,Financials,2640239104.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,8.14,,,v1-2026-06-09,2026-06-09T16:04:40Z
AAMI,Financials,2636545024.0,WATCH,WATCH,,AGREE,done,0,0,0,0,2.12,,,v1-2026-06-09,2026-06-09T16:04:40Z
FSM,Unknown,2632699392.0,CLEAR,CLEAR,,AGREE,done,0,0,0,1,2.77,, | RAISE:Fortuna Completes Strategic Investment in Awalé Resources Limited and Files Early Warning Report,v1-2026-06-09,2026-06-09T16:04:40Z
PAY,Industrials,2628997120.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.85,,,v1-2026-06-09,2026-06-09T16:04:40Z
WAFD,Financials,2628213248.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.95,,,v1-2026-06-09,2026-06-09T16:04:40Z
HUBG,Industrials,2625320192.0,CLEAR,CLEAR,,NEWS_NOTE,done,0,1,0,0,3.61,single news mention (kept screen bucket; investigate),single news mention of distress/fraud (investigate; not a screen error) | FR:Logistics Stock Drops 34% After Accounting Error as $30 Million Stake Emerges,v1-2026-06-09,2026-06-09T16:04:40Z
FRSH,Information Technology,2612302848.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.97,,,v1-2026-06-09,2026-06-09T16:04:40Z
ATS,Industrials,2611432192.0,CLEAR,CLEAR,,AGREE,done,0,0,1,0,13.37,,,v1-2026-06-09,2026-06-09T16:04:40Z
IVT,Financials,2606954496.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,7.3,,,v1-2026-06-09,2026-06-09T16:04:40Z
WERN,Industrials,2605432064.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,2.5,,,v1-2026-06-09,2026-06-09T16:04:40Z
TRN,Industrials,2604600064.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,6.13,,,v1-2026-06-09,2026-06-09T16:04:40Z
SUPN,Health Care,2597277440.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.29,,,v1-2026-06-09,2026-06-09T16:04:40Z
SAH,Consumer Discretionary,2596593408.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,7.1,,,v1-2026-06-09,2026-06-09T16:04:40Z
TRMK,Financials,2587435008.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,9.17,,,v1-2026-06-09,2026-06-09T16:04:40Z
BRZE,Information Technology,2580391680.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.36,,,v1-2026-06-09,2026-06-09T16:04:40Z
HOG,Industrials,2578020864.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.21,,,v1-2026-06-09,2026-06-09T16:04:40Z
GRAL,Health Care,2574137088.0,WATCH,WATCH,,AGREE,done,0,0,1,0,11.41,,,v1-2026-06-09,2026-06-09T16:04:40Z
PENN,Consumer Discretionary,2573807872.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,5.81,,,v1-2026-06-09,2026-06-09T16:04:40Z
ASH,Industrials,2573273088.0,WATCH,WATCH,,AGREE,done,0,0,0,0,4.34,,,v1-2026-06-09,2026-06-09T16:04:40Z
AMR,Materials,2573185792.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,6.11,,,v1-2026-06-09,2026-06-09T16:04:40Z
DFTX,Materials,2568522752.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
GRDN,Consumer Discretionary,2563219200.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,6.28,,,v1-2026-06-09,2026-06-09T16:04:40Z
IRON,Health Care,2559339008.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
WHR,Information Technology,2558568704.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.0,,,v1-2026-06-09,2026-06-09T16:04:40Z
KD,Information Technology,2555449344.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.36,,,v1-2026-06-09,2026-06-09T16:04:40Z
SPNT,Financials,2553015040.0,CLEAR,CLEAR,,AGREE,done,0,0,0,1,4.24,," | RAISE:SiriusPoint Announces Pricing of Secondary Offering of 4,106,631 Common Shares by Entities Associated with Daniel S. Loeb and Repu",v1-2026-06-09,2026-06-09T16:04:40Z
TARS,Health Care,2550460416.0,WATCH,WATCH,,AGREE,done,0,0,0,1,5.73,, | RAISE:Tarsus Announces Pricing of Upsized $125.0 Million Public Offering,v1-2026-06-09,2026-06-09T16:04:40Z
EEFT,Financials,2541131776.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,7.43,,,v1-2026-06-09,2026-06-09T16:04:40Z
WTTR,Energy,2531756800.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.03,,,v1-2026-06-09,2026-06-09T16:04:40Z
STNE,Unknown,2529573376.0,AVOID,AVOID,cash_burn,AVOID_unconfirmed,done,0,0,0,0,2.93,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
OUST,Industrials,2526542592.0,WATCH,WATCH,,AGREE,done,0,0,0,0,1.04,,,v1-2026-06-09,2026-06-09T16:04:40Z
VNET,Unknown,2516674304.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,2.91,,,v1-2026-06-09,2026-06-09T16:04:40Z
FRME,Financials,2516497920.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,3.97,,,v1-2026-06-09,2026-06-09T16:04:40Z
CENT,Industrials,2512842496.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,5.83,,,v1-2026-06-09,2026-06-09T16:04:40Z
INTR,Unknown,2503239168.0,CLEAR,CLEAR,,AGREE,done,0,0,0,1,1.38,, | RAISE:Inter&Co Announces Commencement of Follow-on Public Offering of its Class A Common Shares,v1-2026-06-09,2026-06-09T16:04:40Z
TNK,Unknown,2501286400.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.27,,,v1-2026-06-09,2026-06-09T16:04:40Z
CUBI,Financials,2498659328.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,6.61,,,v1-2026-06-09,2026-06-09T16:04:40Z
PTON,Consumer Discretionary,2498363392.0,AVOID,AVOID,insolvency,AVOID_unconfirmed,done,0,0,0,0,3.95,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
AGYS,Information Technology,2493309696.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.04,,,v1-2026-06-09,2026-06-09T16:04:40Z
HUN,Materials,2491710976.0,WATCH,WATCH,,AGREE,done,0,0,0,0,4.81,,,v1-2026-06-09,2026-06-09T16:04:40Z
ABM,Information Technology,2489986304.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,6.88,,,v1-2026-06-09,2026-06-09T16:04:40Z
KMT,Industrials,2486735872.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.51,,,v1-2026-06-09,2026-06-09T16:04:40Z
DGII,Information Technology,2486459904.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.81,,,v1-2026-06-09,2026-06-09T16:04:40Z
IDYA,Health Care,2485585408.0,WATCH,WATCH,,AGREE,done,0,0,1,0,13.96,,,v1-2026-06-09,2026-06-09T16:04:40Z
ANDE,Industrials,2479475712.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.86,,,v1-2026-06-09,2026-06-09T16:04:40Z
CARG,Information Technology,2472930304.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.74,,,v1-2026-06-09,2026-06-09T16:04:40Z
FLOC,Industrials,2472082176.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
NIQ,Information Technology,2464388608.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
VOYG,Industrials,2462342144.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
ROG,Materials,2457207808.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.4,,,v1-2026-06-09,2026-06-09T16:04:40Z
DEI,Financials,2453182976.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,0,0,9.57,,,v1-2026-06-09,2026-06-09T16:04:40Z
FBNC,Financials,2452320768.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,9.88,,,v1-2026-06-09,2026-06-09T16:04:40Z
RLX,Unknown,2444509184.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,2.88,,,v1-2026-06-09,2026-06-09T16:04:40Z
FRPT,Consumer Staples,2444362496.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,4.66,,,v1-2026-06-09,2026-06-09T16:04:40Z
OSW,Communication Services,2443462400.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,7.18,,,v1-2026-06-09,2026-06-09T16:04:40Z
KWR,Energy,2443284992.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,AGREE,done,0,0,1,0,10.83,,,v1-2026-06-09,2026-06-09T16:04:40Z
DXPE,Industrials,2440536064.0,CLEAR,CLEAR,,AGREE,done,0,0,0,0,1.71,,,v1-2026-06-09,2026-06-09T16:04:40Z
BW,Materials,2435014912.0,AVOID,AVOID,insolvency,AVOID_unconfirmed,done,0,0,0,0,2.11,,no API distress/short signal (coverage may be thin),v1-2026-06-09,2026-06-09T16:04:40Z
TGB,Unknown,2431554816.0,DISTRESSED-RECOVERABLE,DISTRESSED-RECOVERABLE,,NEWS_NOTE,done,1,0,0,0,1.53,single news mention (kept screen bucket; investigate),"single news mention of distress/fraud (investigate; not a screen error) | BK:Why Shares Of Oil & Gas Companies Are Trading Lower, Here Are 62 Stocks Moving In Friday's Mid-Day Session",v1-2026-06-09,2026-06-09T16:04:40Z
ALMS,Health Care,2429997056.0,AVOID,AVOID,cash_burn,CORROBORATED,done,0,0,1,1,14.08,API event/short-interest confirms the fundamentals AVOID,API distress/short-interest confirms | RAISE:Alumis Announces Pricing of Upsized Public Offering of Common Stock,v1-2026-06-09,2026-06-09T16:04:40Z
NYAX,Unknown,2429579008.0,CLEAR,CLEAR,,AGREE,done,0,0,0,1,1.37,, | RAISE:Nayax Announces Pricing of Public Offering,v1-2026-06-09,2026-06-09T16:04:40Z
HTFL,Health Care,2423367424.0,SKIP_lt2y,,,SKIP,skip,,,,,,,<2y data,v1-2026-06-09,2026-06-09T16:04:40Z
